MAG_ENA_CBDHER010000056_CBDHER010000056.1|ENA|CBDHER010000056|CBDHER010000056.1|18S|2757-3632	1.000	JN092610.1.1419	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter guillouiae
MAG_ENA_FKJK01000002_FKJK01000002.1|ENA|FKJK01000002|FKJK01000002.1|16S|502275-502807	1.000	GQ866083.1.1501	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;uncultured bacterium
MAG_ENA_FKJK01000002_FKJK01000002.1|ENA|FKJK01000002|FKJK01000002.1|16S|502235-502806	1.000	GQ866083.1.1501	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;uncultured bacterium
MAG_ENA_FKJK01000003_FKJK01000003.1|ENA|FKJK01000003|FKJK01000003.1|18S|109387-110263	1.000	CP000961.344054.345588	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella woodyi ATCC 51908
MAG_ENA_FKJK01000003_FKJK01000003.1|ENA|FKJK01000003|FKJK01000003.1|16S|108732-110270	1.000	CP000961.344054.345588	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella woodyi ATCC 51908
MAG_ENA_FMSE01000001_FMSE01000001.1|ENA|FMSE01000001|FMSE01000001.1|18S|445-1325	1.000	FMSE01000001.1.1320	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;Microbacteriaceae bacterium
MAG_ENA_FKJK01000003_FKJK01000003.1|ENA|FKJK01000003|FKJK01000003.1|16S|108772-110269	1.000	CP000961.344054.345588	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella woodyi ATCC 51908
MAG_ENA_FMSE01000001_FMSE01000001.1|ENA|FMSE01000001|FMSE01000001.1|16S|11-1333	1.000	FMSE01000001.1.1320	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;Microbacteriaceae bacterium
MAG_ENA_FMSE01000005_FMSE01000005.1|ENA|FMSE01000005|FMSE01000005.1|18S|226081-226809	1.000	FMSE01000001.1.1320	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;Microbacteriaceae bacterium
MAG_ENA_FMSE01000001_FMSE01000001.1|ENA|FMSE01000001|FMSE01000001.1|16S|11-1331	1.000	FMSE01000001.1.1320	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;Microbacteriaceae bacterium
MAG_ENA_FMSE01000005_FMSE01000005.1|ENA|FMSE01000005|FMSE01000005.1|16S|225448-226817	1.000	FMSE01000005.225453.226817	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;Microbacteriaceae bacterium
MAG_ENA_FMSE01000005_FMSE01000005.1|ENA|FMSE01000005|FMSE01000005.1|16S|225457-226811	1.000	FMSE01000005.225453.226817	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;Microbacteriaceae bacterium
MAG_ENA_FREV01000002_FREV01000002.1|ENA|FREV01000002|FREV01000002.1|18S|169007-169856	1.000	KY363625.1.1463	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia-Loktanella;Loktanella sp.
MAG_ENA_FREW01000004_FREW01000004.1|ENA|FREW01000004|FREW01000004.1|18S|231726-232596	1.000	CXWE01000020.257.1756	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Labrenzia;Labrenzia alba
MAG_ENA_FREV01000002_FREV01000002.1|ENA|FREV01000002|FREV01000002.1|16S|168404-169864	1.000	KY363625.1.1463	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia-Loktanella;Loktanella sp.
MAG_ENA_FREV01000002_FREV01000002.1|ENA|FREV01000002|FREV01000002.1|16S|168413-169862	1.000	KY363625.1.1463	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia-Loktanella;Loktanella sp.
MAG_ENA_FREW01000004_FREW01000004.1|ENA|FREW01000004|FREW01000004.1|16S|231718-233196	1.000	CXWE01000020.257.1756	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Labrenzia;Labrenzia alba
MAG_ENA_FREW01000004_FREW01000004.1|ENA|FREW01000004|FREW01000004.1|16S|231720-233189	1.000	CXWE01000020.257.1756	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Labrenzia;Labrenzia alba
MAG_ENA_FREX01000009_FREX01000009.1|ENA|FREX01000009|FREX01000009.1|18S|242082-242954	1.000	LMCK01000055.121541.123012	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Pseudovibrio;Pseudovibrio sp. WM33
MAG_ENA_FREX01000009_FREX01000009.1|ENA|FREX01000009|FREX01000009.1|16S|241483-242962	1.000	FXUU01000007.105682.107145	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Pseudovibrio;Vibrio sp. Vb150
MAG_ENA_FREX01000009_FREX01000009.1|ENA|FREX01000009|FREX01000009.1|16S|241491-242960	1.000	FXUU01000007.105682.107145	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Pseudovibrio;Vibrio sp. Vb150
MAG_ENA_FREY01000002_FREY01000002.1|ENA|FREY01000002|FREY01000002.1|18S|625666-626515	1.000	KY363614.1.1463	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;Rhodobacteraceae bacterium
MAG_ENA_FREY01000002_FREY01000002.1|ENA|FREY01000002|FREY01000002.1|16S|625063-626523	1.000	KY363614.1.1463	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;Rhodobacteraceae bacterium
MAG_ENA_FREZ01000015_FREZ01000015.1|ENA|FREZ01000015|FREZ01000015.1|18S|173-1020	1.000	CYPS01000064.376655.378128	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;Ruegeria atlantica
MAG_ENA_FREY01000002_FREY01000002.1|ENA|FREY01000002|FREY01000002.1|16S|625072-626521	1.000	KY363614.1.1463	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;Rhodobacteraceae bacterium
MAG_ENA_FRFA01000015_FRFA01000015.1|ENA|FRFA01000015|FRFA01000015.1|18S|63205-64050	1.000	KY363630.1.1420	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria;Tateyamaria sp.
MAG_ENA_FREZ01000015_FREZ01000015.1|ENA|FREZ01000015|FREZ01000015.1|16S|165-1621	1.000	CYPS01000064.376655.378128	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;Ruegeria atlantica
MAG_ENA_FREZ01000015_FREZ01000015.1|ENA|FREZ01000015|FREZ01000015.1|16S|167-1612	1.000	CYPS01000064.376655.378128	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;Ruegeria atlantica
MAG_ENA_FRFA01000015_FRFA01000015.1|ENA|FRFA01000015|FRFA01000015.1|16S|63197-64651	1.000	KY363630.1.1420	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria;Tateyamaria sp.
MAG_ENA_FRFA01000015_FRFA01000015.1|ENA|FRFA01000015|FRFA01000015.1|16S|63199-64643	1.000	KY363630.1.1420	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria;Tateyamaria sp.
MAG_ENA_LT702999_LT702999.1|ENA|LT702999|LT702999.1|18S|438454-439328	1.000	LT702999.438459.439924	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp. Alg231-14
MAG_ENA_LT702999_LT702999.1|ENA|LT702999|LT702999.1|16S|438446-439928	1.000	LT702999.438459.439924	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp. Alg231-14
MAG_ENA_LT703003_LT703003.1|ENA|LT703003|LT703003.1|18S|1620438-1621314	1.000	LT703003.1619846.1621309	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Anderseniella;Anderseniella sp. Alg231-50
MAG_ENA_LT702999_LT702999.1|ENA|LT702999|LT702999.1|16S|438448-439920	1.000	LT702999.438459.439924	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp. Alg231-14
MAG_ENA_LT703003_LT703003.1|ENA|LT703003|LT703003.1|16S|1619851-1621320	1.000	LT703003.1619846.1621309	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Anderseniella;Anderseniella sp. Alg231-50
MAG_ENA_LT703003_LT703003.1|ENA|LT703003|LT703003.1|16S|1619842-1621322	1.000	LT703003.1619846.1621309	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Anderseniella;Anderseniella sp. Alg231-50
MAG_ENA_OY760408_OY760408.1|ENA|OY760408|OY760408.1|18S|3582-4456	1.000	HE818335.1.1409	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae;Endozoicomonas;Endozoicomonas sp. Ez289
MAG_ENA_OY760419_OY760419.1|ENA|OY760419|OY760419.1|16S|6253-7163	1.000	KM217467.1.1821	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Maxillopoda;Thecostraca;Sessilia;Neoacasta laevigata
MAG_ENA_OY760419_OY760419.1|ENA|OY760419|OY760419.1|16S|17300-18210	1.000	KM217467.1.1821	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Maxillopoda;Thecostraca;Sessilia;Neoacasta laevigata
MAG_ENA_OY760419_OY760419.1|ENA|OY760419|OY760419.1|16S|6223-7162	1.000	KM217467.1.1821	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Maxillopoda;Thecostraca;Sessilia;Neoacasta laevigata
MAG_ENA_OY760419_OY760419.1|ENA|OY760419|OY760419.1|16S|17270-18209	1.000	KM217467.1.1821	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Maxillopoda;Thecostraca;Sessilia;Neoacasta laevigata
MAG_ENA_OY762266_OY762266.1|ENA|OY762266|OY762266.1|18S|1158927-1159805	1.000	AQTV01000144.6373.7900	Bacteria;Poribacteria;Candidatus Poribacteria sp. WGA-4E
MAG_ENA_OY762722_OY762722.1|ENA|OY762722|OY762722.1|18S|803618-804493	1.000	AQPC01000005.6220.7741	Bacteria;Poribacteria;Candidatus Poribacteria sp. WGA-4G
MAG_ENA_OY762722_OY762722.1|ENA|OY762722|OY762722.1|16S|802954-804501	1.000	AQPC01000005.6220.7741	Bacteria;Poribacteria;Candidatus Poribacteria sp. WGA-4G
MAG_ENA_OY762722_OY762722.1|ENA|OY762722|OY762722.1|16S|802992-804499	1.000	AQPC01000005.6220.7741	Bacteria;Poribacteria;Candidatus Poribacteria sp. WGA-4G
MAG_ENA_OZ253549_OZ253549.1|ENA|OZ253549|OZ253549.1|16S|6039761-6041290	1.000	CP018101.2619742.2621282	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. HK171
MAG_ENA_OZ253549_OZ253549.1|ENA|OZ253549|OZ253549.1|16S|6725671-6727200	1.000	CP018101.2619742.2621282	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. HK171
MAG_ENA_OZ253549_OZ253549.1|ENA|OZ253549|OZ253549.1|16S|3726-5245	1.000	CP002735.668530.670050	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. Cs1-4
MAG_ENA_OZ253549_OZ253549.1|ENA|OZ253549|OZ253549.1|16S|6034118-6035637	1.000	CP002735.668530.670050	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. Cs1-4
MAG_ENA_OZ253549_OZ253549.1|ENA|OZ253549|OZ253549.1|18S|4364-5239	1.000	JX458395.1.1475	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. B0.09-91
MAG_ENA_OZ253549_OZ253549.1|ENA|OZ253549|OZ253549.1|18S|1970837-1971712	1.000	JX458395.1.1475	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. B0.09-91
MAG_ENA_OZ253549_OZ253549.1|ENA|OZ253549|OZ253549.1|18S|6034124-6034999	1.000	JX458395.1.1475	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. B0.09-91
MAG_ENA_OZ253549_OZ253549.1|ENA|OZ253549|OZ253549.1|18S|6039769-6040644	1.000	JX458395.1.1475	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. B0.09-91
MAG_ENA_OZ253549_OZ253549.1|ENA|OZ253549|OZ253549.1|16S|6039763-6041282	1.000	CP018101.2619742.2621282	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. HK171
MAG_ENA_OZ253549_OZ253549.1|ENA|OZ253549|OZ253549.1|18S|6726317-6727192	1.000	JX458395.1.1475	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. B0.09-91
MAG_ENA_OZ253549_OZ253549.1|ENA|OZ253549|OZ253549.1|16S|6725679-6727198	1.000	CP018101.2619742.2621282	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. HK171
MAG_ENA_UNRB01000011_UNRB01000011.1|ENA|UNRB01000011|UNRB01000011.1|16S|5-944	1.000	HE860712.1.1443	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicibacter;Ruegeria mediterranea M49
MAG_ENA_UNRB01000011_UNRB01000011.1|ENA|UNRB01000011|UNRB01000011.1|16S|19-936	1.000	HE860712.1.1443	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicibacter;Ruegeria mediterranea M49
MAG_ENA_UNRD01000007_UNRD01000007.1|ENA|UNRD01000007|UNRD01000007.1|18S|160204-161081	1.000	CP003466.4232511.4234039	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae1;Alcanivorax;Alcanivorax dieselolei B5
MAG_ENA_UNRG01000007_UNRG01000007.1|ENA|UNRG01000007|UNRG01000007.1|16S|169113-169954	1.000	FUFK010776986.30.1476	Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Synechococcus CC9902;metagenome
MAG_ENA_UNRI01000019_UNRI01000019.1|ENA|UNRI01000019|UNRI01000019.1|16S|7745-8171	1.000	MDCG01000376.10669.12194	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Dietziaceae;Dietzia;Dietzia alimentaria
MAG_ENA_UNRG01000019_UNRG01000019.1|ENA|UNRG01000019|UNRG01000019.1|18S|6125-6999	1.000	KX815990.1.1507	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides cavernae
MAG_ENA_UNRH01000015_UNRH01000015.1|ENA|UNRH01000015|UNRH01000015.1|18S|36124-37005	1.000	KP345922.1.1499	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;Micrococcus sp. 3308
MAG_ENA_UNRH01000015_UNRH01000015.1|ENA|UNRH01000015|UNRH01000015.1|16S|36118-37173	1.000	LRFD01000039.594.2124	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;Micrococcus aloeverae
MAG_ENA_UNRH01000015_UNRH01000015.1|ENA|UNRH01000015|UNRH01000015.1|16S|36116-37240	1.000	LRFD01000039.594.2124	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;Micrococcus aloeverae
MAG_ENA_UNRJ01000004_UNRJ01000004.1|ENA|UNRJ01000004|UNRJ01000004.1|16S|1-506	1.000	LC008540.1.1395	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia;Shimia sagamensis
MAG_ENA_UNRJ01000004_UNRJ01000004.1|ENA|UNRJ01000004|UNRJ01000004.1|16S|2-497	1.000	LC008540.1.1395	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia;Shimia sagamensis
MAG_ENA_UNRL01000018_UNRL01000018.1|ENA|UNRL01000018|UNRL01000018.1|18S|1578-2454	1.000	LNQZ01000059.20.1544	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;Photobacterium aquimaris
odSpoOffi2.metagenome.1.primary|ctg18474c|16S|6253-7163	1.000	KM217467.1.1821	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Maxillopoda;Thecostraca;Sessilia;Neoacasta laevigata
odSpoOffi2.metagenome.1.primary|ctg18474c|16S|17300-18210	1.000	KM217467.1.1821	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Maxillopoda;Thecostraca;Sessilia;Neoacasta laevigata
odSpoOffi2.metagenome.1.primary|ctg21650l|16S|802954-804501	1.000	AQPC01000005.6220.7741	Bacteria;Poribacteria;Candidatus Poribacteria sp. WGA-4G
odSpoOffi2.metagenome.1.primary|ctg18474c|16S|6223-7162	1.000	KM217467.1.1821	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Maxillopoda;Thecostraca;Sessilia;Neoacasta laevigata
odSpoOffi2.metagenome.1.primary|ctg18474c|16S|17270-18209	1.000	KM217467.1.1821	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Ecdysozoa;Arthropoda;Crustacea;Maxillopoda;Thecostraca;Sessilia;Neoacasta laevigata
odSpoOffi2.metagenome.1.primary|ctg21650l|16S|802992-804499	1.000	AQPC01000005.6220.7741	Bacteria;Poribacteria;Candidatus Poribacteria sp. WGA-4G
odSpoOffi2.metagenome.1.primary|ctg21650l|18S|803618-804493	1.000	AQPC01000005.6220.7741	Bacteria;Poribacteria;Candidatus Poribacteria sp. WGA-4G
odSpoOffi2.metagenome.1.primary|ctg21664c|18S|1158927-1159805	1.000	AQTV01000144.6373.7900	Bacteria;Poribacteria;Candidatus Poribacteria sp. WGA-4E
odSpoOffi2.metagenome.1.primary|ctg7857l|18S|3582-4456	1.000	HE818335.1.1409	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae;Endozoicomonas;Endozoicomonas sp. Ez289
MAG_ENA_CAMZOK010000005_CAMZOK010000005.1|ENA|CAMZOK010000005|CAMZOK010000005.1|18S|1070-1920	0.999	LAJH01000015.483.1935	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia;Shimia sp. SK013
MAG_ENA_CANDOD010000019_CANDOD010000019.1|ENA|CANDOD010000019|CANDOD010000019.1|18S|20-895	0.999	ANFM02000053.15.1547	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Grimontia;Grimontia indica
MAG_ENA_CBDBNE010000005_CBDBNE010000005.1|ENA|CBDBNE010000005|CBDBNE010000005.1|18S|276546-277422	0.999	JN655469.1.1465	Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;Puniceispirillales Incertae Sedis;Constrictibacter;uncultured bacterium
MAG_ENA_CBDBOK010000004_CBDBOK010000004.1|ENA|CBDBOK010000004|CBDBOK010000004.1|16S|746540-748071	0.999	JN002382.1.1508	Bacteria;PAUC34f;uncultured microorganism
MAG_ENA_CBDBOK010000004_CBDBOK010000004.1|ENA|CBDBOK010000004|CBDBOK010000004.1|16S|746538-748079	0.999	JN002382.1.1508	Bacteria;PAUC34f;uncultured microorganism
MAG_ENA_CBDHER010000010_CBDHER010000010.1|ENA|CBDHER010000010|CBDHER010000010.1|16S|33097-34590	0.999	APPJ01000016.185.1711	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter guillouiae NIPH 991
MAG_ENA_CBDHER010000010_CBDHER010000010.1|ENA|CBDHER010000010|CBDHER010000010.1|16S|33057-34591	0.999	APPJ01000016.185.1711	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter guillouiae NIPH 991
MAG_ENA_CBDHER010000016_CBDHER010000016.1|ENA|CBDHER010000016|CBDHER010000016.1|16S|19476-21010	0.999	APPJ01000016.185.1711	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter guillouiae NIPH 991
MAG_ENA_CBDHER010000016_CBDHER010000016.1|ENA|CBDHER010000016|CBDHER010000016.1|16S|19516-21009	0.999	APPJ01000016.185.1711	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter guillouiae NIPH 991
MAG_ENA_CBDHER010000056_CBDHER010000056.1|ENA|CBDHER010000056|CBDHER010000056.1|16S|2105-3639	0.999	APPJ01000016.185.1711	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter guillouiae NIPH 991
MAG_ENA_CBDHER010000056_CBDHER010000056.1|ENA|CBDHER010000056|CBDHER010000056.1|16S|2145-3638	0.999	APPJ01000016.185.1711	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter guillouiae NIPH 991
MAG_ENA_FZLS01000019_FZLS01000019.1|ENA|FZLS01000019|FZLS01000019.1|18S|5144-5996	0.999	GU474938.51329.52759	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter;uncultured alpha proteobacterium EB080_L06A09
MAG_ENA_OY759361_OY759361.1|ENA|OY759361|OY759361.1|18S|1328419-1329289	0.999	JX206730.1.1509	Bacteria;Proteobacteria;Gammaproteobacteria;pItb-vmat-80;uncultured bacterium
MAG_ENA_OY760137_OY760137.1|ENA|OY760137|OY760137.1|18S|5167063-5167936	0.999	JX206506.1.1506	Bacteria;PAUC34f;uncultured bacterium
MAG_ENA_OY760137_OY760137.1|ENA|OY760137|OY760137.1|16S|5166411-5167942	0.999	JN002382.1.1508	Bacteria;PAUC34f;uncultured microorganism
MAG_ENA_OY760137_OY760137.1|ENA|OY760137|OY760137.1|16S|5166403-5167944	0.999	JN002382.1.1508	Bacteria;PAUC34f;uncultured microorganism
MAG_ENA_OY760647_OY760647.1|ENA|OY760647|OY760647.1|18S|3820918-3821774	0.999	JX206705.1.1467	Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;uncultured;uncultured bacterium
